measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
4,YLLs (Years of Life Lost),4749,England,3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2010,2263.368841,2331.681296,2127.774885
4,YLLs (Years of Life Lost),44766,West Sussex,3,Both,27,Age-standardized,955,HIV/AIDS and sexually transmitted infections,3,Rate,2010,29.90499599,46.81414955,19.95488991
4,YLLs (Years of Life Lost),44766,West Sussex,3,Both,27,Age-standardized,956,Respiratory infections and tuberculosis,3,Rate,2010,328.2315688,356.3208686,295.5963758
4,YLLs (Years of Life Lost),44766,West Sussex,3,Both,27,Age-standardized,957,Enteric infections,3,Rate,2010,15.32918457,17.37023331,13.36428429
4,YLLs (Years of Life Lost),44766,West Sussex,3,Both,27,Age-standardized,961,Other infectious diseases,3,Rate,2010,48.87938495,53.89072821,41.20056829
4,YLLs (Years of Life Lost),44766,West Sussex,3,Both,27,Age-standardized,526,Digestive diseases,3,Rate,2010,473.6568304,504.6703116,444.4892245
4,YLLs (Years of Life Lost),44766,West Sussex,3,Both,27,Age-standardized,626,Musculoskeletal disorders,3,Rate,2010,50.71773778,59.62587682,30.36287691
4,YLLs (Years of Life Lost),44766,West Sussex,3,Both,27,Age-standardized,640,Other non-communicable diseases,3,Rate,2010,427.4761642,524.7385491,387.2518838
4,YLLs (Years of Life Lost),44766,West Sussex,3,Both,27,Age-standardized,962,Maternal and neonatal disorders,3,Rate,2010,337.8976098,384.0887073,278.7227053
4,YLLs (Years of Life Lost),44766,West Sussex,3,Both,27,Age-standardized,294,All causes,3,Rate,2010,8621.725089,8894.079651,8357.139217
4,YLLs (Years of Life Lost),44766,West Sussex,3,Both,27,Age-standardized,410,Neoplasms,3,Rate,2010,2936.534235,3070.145701,2781.306544
4,YLLs (Years of Life Lost),44766,West Sussex,3,Both,27,Age-standardized,542,Neurological disorders,3,Rate,2010,466.9760601,817.4310739,305.6478433
4,YLLs (Years of Life Lost),44766,West Sussex,3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2010,1986.910323,2099.038217,1837.981009
4,YLLs (Years of Life Lost),44766,West Sussex,3,Both,27,Age-standardized,558,Mental disorders,3,Rate,2010,1.081491827,1.342604999,0.851601067
4,YLLs (Years of Life Lost),44766,West Sussex,3,Both,27,Age-standardized,508,Chronic respiratory diseases,3,Rate,2010,439.4088292,480.6344628,396.7419663
4,YLLs (Years of Life Lost),44766,West Sussex,3,Both,27,Age-standardized,717,Self-harm and interpersonal violence,3,Rate,2010,344.5049395,365.5246161,325.4961047
4,YLLs (Years of Life Lost),44766,West Sussex,3,Both,27,Age-standardized,653,Skin and subcutaneous diseases,3,Rate,2010,23.04264745,34.47887044,12.64412843
4,YLLs (Years of Life Lost),44766,West Sussex,3,Both,27,Age-standardized,688,Transport injuries,3,Rate,2010,219.1667429,235.8767596,203.7095814
4,YLLs (Years of Life Lost),44766,West Sussex,3,Both,27,Age-standardized,973,Substance use disorders,3,Rate,2010,194.3225448,213.5350643,177.2631282
4,YLLs (Years of Life Lost),44766,West Sussex,3,Both,27,Age-standardized,974,Diabetes and kidney diseases,3,Rate,2010,117.3058566,124.6382486,108.1752813
4,YLLs (Years of Life Lost),4749,England,3,Both,27,Age-standardized,294,All causes,3,Rate,2011,9468.194574,9510.733533,9425.943644
4,YLLs (Years of Life Lost),4749,England,3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2011,2161.24645,2230.903095,2031.661632
4,YLLs (Years of Life Lost),4749,England,3,Both,27,Age-standardized,961,Other infectious diseases,3,Rate,2011,52.71543837,56.88090704,44.86266456
4,YLLs (Years of Life Lost),4749,England,3,Both,27,Age-standardized,962,Maternal and neonatal disorders,3,Rate,2011,431.778767,465.9557922,378.8351842
4,YLLs (Years of Life Lost),4749,England,3,Both,27,Age-standardized,973,Substance use disorders,3,Rate,2011,242.4281082,249.237975,237.2817913
4,YLLs (Years of Life Lost),4749,England,3,Both,27,Age-standardized,974,Diabetes and kidney diseases,3,Rate,2011,145.1907453,150.4098772,136.2296241
4,YLLs (Years of Life Lost),4749,England,3,Both,27,Age-standardized,626,Musculoskeletal disorders,3,Rate,2011,43.33467261,58.40908113,31.01719875
4,YLLs (Years of Life Lost),4749,England,3,Both,27,Age-standardized,640,Other non-communicable diseases,3,Rate,2011,494.0861459,583.1543723,465.2744732
4,YLLs (Years of Life Lost),4749,England,3,Both,27,Age-standardized,955,HIV/AIDS and sexually transmitted infections,3,Rate,2011,33.57049388,52.62985426,22.49870451
4,YLLs (Years of Life Lost),4749,England,3,Both,27,Age-standardized,956,Respiratory infections and tuberculosis,3,Rate,2011,370.4727812,385.6066351,343.7667462
4,YLLs (Years of Life Lost),4749,England,3,Both,27,Age-standardized,957,Enteric infections,3,Rate,2011,17.72913604,18.79497769,16.31705322
4,YLLs (Years of Life Lost),4749,England,3,Both,27,Age-standardized,344,Neglected tropical diseases and malaria,3,Rate,2011,0.480433296,0.60639024,0.124421621
4,YLLs (Years of Life Lost),4749,England,3,Both,27,Age-standardized,508,Chronic respiratory diseases,3,Rate,2011,554.662054,579.9551139,476.679007
4,YLLs (Years of Life Lost),4749,England,3,Both,27,Age-standardized,653,Skin and subcutaneous diseases,3,Rate,2011,24.99612924,35.87176621,13.72746831
4,YLLs (Years of Life Lost),4749,England,3,Both,27,Age-standardized,688,Transport injuries,3,Rate,2011,201.0566959,206.8015327,196.2808602
4,YLLs (Years of Life Lost),4749,England,3,Both,27,Age-standardized,696,Unintentional injuries,3,Rate,2011,225.5471856,231.2420455,216.8734201
4,YLLs (Years of Life Lost),4749,England,3,Both,27,Age-standardized,717,Self-harm and interpersonal violence,3,Rate,2009,377.9347186,384.8421204,372.5398647
4,YLLs (Years of Life Lost),4625,South East England,3,Both,27,Age-standardized,410,Neoplasms,3,Rate,2011,2885.923071,2968.858351,2759.210455
4,YLLs (Years of Life Lost),4749,England,3,Both,27,Age-standardized,626,Musculoskeletal disorders,3,Rate,2010,44.03373894,59.2064884,31.33172552
4,YLLs (Years of Life Lost),4749,England,3,Both,27,Age-standardized,640,Other non-communicable diseases,3,Rate,2010,508.3585439,598.0600817,479.6252779
4,YLLs (Years of Life Lost),4625,South East England,3,Both,27,Age-standardized,542,Neurological disorders,3,Rate,2011,456.8515347,803.8408486,299.5743162
4,YLLs (Years of Life Lost),4625,South East England,3,Both,27,Age-standardized,558,Mental disorders,3,Rate,2011,1.041215804,1.126929831,0.970298218
4,YLLs (Years of Life Lost),4749,England,3,Both,27,Age-standardized,386,Nutritional deficiencies,3,Rate,2011,2.403786578,2.485952749,2.289147575
4,YLLs (Years of Life Lost),4749,England,3,Both,27,Age-standardized,526,Digestive diseases,3,Rate,2011,563.9026707,578.9231053,543.1530361
4,YLLs (Years of Life Lost),4749,England,3,Both,27,Age-standardized,542,Neurological disorders,3,Rate,2011,468.4868279,811.7991046,310.8591487
4,YLLs (Years of Life Lost),4749,England,3,Both,27,Age-standardized,410,Neoplasms,3,Rate,2011,3088.384424,3152.141225,2969.039043
4,YLLs (Years of Life Lost),4749,England,3,Both,27,Age-standardized,558,Mental disorders,3,Rate,2011,0.999063027,1.057603708,0.956026546
4,YLLs (Years of Life Lost),4749,England,3,Both,27,Age-standardized,717,Self-harm and interpersonal violence,3,Rate,2011,344.7225656,352.6535059,336.9718213
4,YLLs (Years of Life Lost),4625,South East England,3,Both,27,Age-standardized,294,All causes,3,Rate,2011,8505.153249,8637.096432,8369.906472
4,YLLs (Years of Life Lost),4625,South East England,3,Both,27,Age-standardized,344,Neglected tropical diseases and malaria,3,Rate,2011,0.298728427,0.377403362,0.09705541
4,YLLs (Years of Life Lost),4625,South East England,3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2011,1908.115366,1983.65099,1783.448938
4,YLLs (Years of Life Lost),4625,South East England,3,Both,27,Age-standardized,508,Chronic respiratory diseases,3,Rate,2011,468.1031481,493.8074432,421.939339
4,YLLs (Years of Life Lost),4625,South East England,3,Both,27,Age-standardized,653,Skin and subcutaneous diseases,3,Rate,2011,23.16755392,35.34367235,12.66958187
4,YLLs (Years of Life Lost),4625,South East England,3,Both,27,Age-standardized,688,Transport injuries,3,Rate,2011,191.2121206,198.7223597,185.1799512
4,YLLs (Years of Life Lost),4625,South East England,3,Both,27,Age-standardized,973,Substance use disorders,3,Rate,2011,201.5700636,209.7199139,193.9754573
4,YLLs (Years of Life Lost),4625,South East England,3,Both,27,Age-standardized,974,Diabetes and kidney diseases,3,Rate,2011,123.9520529,129.2307135,115.1860277
4,YLLs (Years of Life Lost),4625,South East England,3,Both,27,Age-standardized,386,Nutritional deficiencies,3,Rate,2011,1.877958396,1.958762676,1.771580643
4,YLLs (Years of Life Lost),4625,South East England,3,Both,27,Age-standardized,526,Digestive diseases,3,Rate,2011,489.931019,505.9217466,468.7434696
4,YLLs (Years of Life Lost),4625,South East England,3,Both,27,Age-standardized,696,Unintentional injuries,3,Rate,2011,191.2541292,197.4909254,183.250957
4,YLLs (Years of Life Lost),4625,South East England,3,Both,27,Age-standardized,717,Self-harm and interpersonal violence,3,Rate,2011,324.4133781,335.2686647,314.7578472
4,YLLs (Years of Life Lost),4749,England,3,Both,27,Age-standardized,955,HIV/AIDS and sexually transmitted infections,3,Rate,2010,37.61032101,56.36572225,26.53064981
4,YLLs (Years of Life Lost),4749,England,3,Both,27,Age-standardized,956,Respiratory infections and tuberculosis,3,Rate,2010,378.9105744,393.4289999,352.3760048
4,YLLs (Years of Life Lost),4749,England,3,Both,27,Age-standardized,957,Enteric infections,3,Rate,2010,19.76349874,20.89715505,18.17978871
4,YLLs (Years of Life Lost),4749,England,3,Both,27,Age-standardized,961,Other infectious diseases,3,Rate,2010,54.24339914,58.25929799,46.20183581
4,YLLs (Years of Life Lost),4749,England,3,Both,27,Age-standardized,962,Maternal and neonatal disorders,3,Rate,2010,439.451578,470.8907159,389.1227697
4,YLLs (Years of Life Lost),4749,England,3,Both,27,Age-standardized,973,Substance use disorders,3,Rate,2010,252.5404553,257.6618059,247.8083883
4,YLLs (Years of Life Lost),4749,England,3,Both,27,Age-standardized,974,Diabetes and kidney diseases,3,Rate,2010,148.6776132,153.5384626,139.7102527
4,YLLs (Years of Life Lost),4625,South East England,3,Both,27,Age-standardized,626,Musculoskeletal disorders,3,Rate,2011,40.53669558,56.12273666,29.62254904
4,YLLs (Years of Life Lost),4625,South East England,3,Both,27,Age-standardized,640,Other non-communicable diseases,3,Rate,2011,425.1781307,516.8971019,393.1988629
4,YLLs (Years of Life Lost),4625,South East England,3,Both,27,Age-standardized,955,HIV/AIDS and sexually transmitted infections,3,Rate,2011,30.29927407,47.87917878,20.03276608
4,YLLs (Years of Life Lost),4625,South East England,3,Both,27,Age-standardized,956,Respiratory infections and tuberculosis,3,Rate,2011,340.91367,358.00703,311.8344714
4,YLLs (Years of Life Lost),4625,South East England,3,Both,27,Age-standardized,957,Enteric infections,3,Rate,2011,14.33851346,15.41452735,12.94382123
4,YLLs (Years of Life Lost),4625,South East England,3,Both,27,Age-standardized,961,Other infectious diseases,3,Rate,2011,45.97851321,50.85083145,39.25421111
4,YLLs (Years of Life Lost),4625,South East England,3,Both,27,Age-standardized,962,Maternal and neonatal disorders,3,Rate,2011,340.1971129,373.6885732,287.3322691
4,YLLs (Years of Life Lost),44766,West Sussex,3,Both,27,Age-standardized,294,All causes,3,Rate,2011,8381.870782,8666.226373,8113.492035
4,YLLs (Years of Life Lost),44766,West Sussex,3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2011,1905.532464,2015.646959,1761.474688
4,YLLs (Years of Life Lost),44766,West Sussex,3,Both,27,Age-standardized,508,Chronic respiratory diseases,3,Rate,2011,436.4147796,477.7992763,392.8061855
4,YLLs (Years of Life Lost),44766,West Sussex,3,Both,27,Age-standardized,653,Skin and subcutaneous diseases,3,Rate,2011,23.13686055,35.08487017,12.81845424
4,YLLs (Years of Life Lost),44766,West Sussex,3,Both,27,Age-standardized,688,Transport injuries,3,Rate,2011,193.6912072,209.0961652,179.6598791
